Suburb,Postcode,Level,School,approx,dist_m,dist_m_round,label,Rcodes_list,Top_rcode,Top_rcode_pct,in_bushfire_prone,pct_overlap
Innaloo,6018,Secondary,Churchlands SHS,FALSE,,,"Churchlands SHS, Balcatta SHS",,R30,,FALSE,0
Innaloo,6018,Secondary,Churchlands SHS,FALSE,,,"Churchlands SHS, Carine SHS",,R30,,FALSE,0
Innaloo,6018,Secondary,Churchlands Senior High School,FALSE,,,Churchlands Senior High School,,R30,,FALSE,0
Jandabup,6077,Primary,Dianella Heights Primary School,TRUE,12210.96987,12211,Dianella Heights Primary School (approx ~12211 m),,,,TRUE,90.73560605
Jandabup,6077,Secondary,Duncraig Senior High School,TRUE,8356.841544,8357,Duncraig Senior High School (approx ~8357 m),,,,TRUE,90.73560605
Jandakot,6164,Primary,Manning Primary School,TRUE,5601.46818,5601,Manning Primary School (approx ~5601 m),R20 (0.0%),R20,0,TRUE,65.63309158
Jandakot,6164,Secondary,Leeming Senior High School,FALSE,,,Leeming Senior High School,R20 (0.0%),R20,0,TRUE,65.63309158
Jane Brook,6056,Primary,Bayswater Primary School,TRUE,12071.66583,12072,Bayswater Primary School (approx ~12072 m),"R20 (4.8%), R15 (4.5%), R5 (1.2%), R12.5 (0.6%), R10 (0.5%), R30 (0.4%), R2 (0.2%)",R20,4.8,TRUE,80.87486491
Jane Brook,6056,Secondary,John Forrest Secondary College,TRUE,9977.282879,9977,John Forrest Secondary College (approx ~9977 m),"R20 (4.8%), R15 (4.5%), R5 (1.2%), R12.5 (0.6%), R10 (0.5%), R30 (0.4%), R2 (0.2%)",R20,4.8,TRUE,80.87486491
Jindalee,6036,Secondary,Duncraig Senior High School,TRUE,16536.97305,16537,Duncraig Senior High School (approx ~16537 m),"R20 (14.8%), R40 (1.1%), R30 (1.0%), R60 (0.6%), R25 (0.1%)",R20,14.8,TRUE,61.47707853
Jolimont,6014,Primary,Osborne Primary School,TRUE,3246.996527,3247,Osborne Primary School (approx ~3247 m),"R20 (4.5%), R80 (2.5%), R160 (1.3%), R30 (0.1%)",R20,4.5,TRUE,2.747578098
Jolimont,6014,Secondary,Shenton College,FALSE,,,Shenton College,"R20 (4.5%), R80 (2.5%), R160 (1.3%), R30 (0.1%)",R20,4.5,TRUE,2.747578098
Joondalup,6027,Primary,Balcatta PS,TRUE,13711.74941,13712,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~13712 m)","R20 (10.0%), R20/60 (1.5%), R10 (0.6%), R20/40 (0.4%), R40 (0.3%), R5 (0.2%), R60 (0.0%)",R20,10,TRUE,39.57666315
Joondalup,6027,Primary,Osborne PS,TRUE,13711.74941,13712,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~13712 m)","R20 (10.0%), R20/60 (1.5%), R10 (0.6%), R20/40 (0.4%), R40 (0.3%), R5 (0.2%), R60 (0.0%)",R20,10,TRUE,39.57666315
Joondalup,6027,Primary,West Balcatta PS,TRUE,13711.74941,13712,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~13712 m)","R20 (10.0%), R20/60 (1.5%), R10 (0.6%), R20/40 (0.4%), R40 (0.3%), R5 (0.2%), R60 (0.0%)",R20,10,TRUE,39.57666315
Joondalup,6027,Secondary,Duncraig Senior High School,TRUE,4003.758602,4004,Duncraig Senior High School (approx ~4004 m),"R20 (10.0%), R20/60 (1.5%), R10 (0.6%), R20/40 (0.4%), R40 (0.3%), R5 (0.2%), R60 (0.0%)",R20,10,TRUE,39.57666315
Joondanna,6060,Primary,Coolbinia PS,FALSE,,,"Coolbinia PS, Kyilla PS","R40 (25.7%), R50 (8.4%)",R40,25.7,FALSE,0
Joondanna,6060,Primary,Coolbinia PS,FALSE,,,"Tuart Hill PS, Coolbinia PS, Kyilla PS","R40 (25.7%), R50 (8.4%)",R40,25.7,FALSE,0
Joondanna,6060,Primary,Coolbinia Primary School,FALSE,,,Coolbinia Primary School,"R40 (25.7%), R50 (8.4%)",R40,25.7,FALSE,0
Joondanna,6060,Primary,Kyilla PS,FALSE,,,"Coolbinia PS, Kyilla PS","R40 (25.7%), R50 (8.4%)",R40,25.7,FALSE,0
Joondanna,6060,Primary,Kyilla PS,FALSE,,,"Tuart Hill PS, Coolbinia PS, Kyilla PS","R40 (25.7%), R50 (8.4%)",R40,25.7,FALSE,0
Joondanna,6060,Primary,Osborne PS,FALSE,,,"Tuart Hill PS, Osborne PS","R40 (25.7%), R50 (8.4%)",R40,25.7,FALSE,0
Joondanna,6060,Primary,Tuart Hill PS,FALSE,,,"Tuart Hill PS, Coolbinia PS, Kyilla PS","R40 (25.7%), R50 (8.4%)",R40,25.7,FALSE,0
Joondanna,6060,Primary,Tuart Hill PS,FALSE,,,"Tuart Hill PS, Osborne PS","R40 (25.7%), R50 (8.4%)",R40,25.7,FALSE,0
Joondanna,6060,Primary,Tuart Hill Primary School,FALSE,,,Tuart Hill Primary School,"R40 (25.7%), R50 (8.4%)",R40,25.7,FALSE,0
Joondanna,6060,Secondary,Bob Hawke College,FALSE,,,Bob Hawke College,"R40 (25.7%), R50 (8.4%)",R40,25.7,FALSE,0
Joondanna,6060,Secondary,Bob Hawke College,FALSE,,,"Bob Hawke College, Dianella Secondary College","R40 (25.7%), R50 (8.4%)",R40,25.7,FALSE,0
Joondanna,6060,Secondary,Dianella Secondary College,FALSE,,,"Bob Hawke College, Dianella Secondary College","R40 (25.7%), R50 (8.4%)",R40,25.7,FALSE,0
Joondanna,6060,Secondary,Mount Lawley Senior High School,FALSE,,,Mount Lawley Senior High School,"R40 (25.7%), R50 (8.4%)",R40,25.7,FALSE,0
Kalamunda,6076,Primary,Carlisle Primary School,TRUE,8917.909413,8918,Carlisle Primary School (approx ~8918 m),"R5 (13.2%), R10/20 (3.5%), R10 (1.5%), R-AC0 (1.2%), R10/30 (0.5%), R30 (0.5%), R20 (0.4%), R30/40 (0.1%)",R5,13.2,TRUE,94.9481763
Kalamunda,6076,Secondary,John Forrest Secondary College,TRUE,8946.555709,8947,John Forrest Secondary College (approx ~8947 m),"R5 (13.2%), R10/20 (3.5%), R10 (1.5%), R-AC0 (1.2%), R10/30 (0.5%), R30 (0.5%), R20 (0.4%), R30/40 (0.1%)",R5,13.2,TRUE,94.9481763
Kallaroo,6025,Primary,Balcatta PS,TRUE,10621.54882,10622,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~10622 m)",R20/40 (1.9%),R20/40,1.9,TRUE,20.20512992
Kallaroo,6025,Primary,Osborne PS,TRUE,10621.54882,10622,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~10622 m)",R20/40 (1.9%),R20/40,1.9,TRUE,20.20512992
Kallaroo,6025,Primary,West Balcatta PS,TRUE,10621.54882,10622,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~10622 m)",R20/40 (1.9%),R20/40,1.9,TRUE,20.20512992
Kallaroo,6025,Secondary,Duncraig Senior High School,FALSE,,,Duncraig Senior High School,R20/40 (1.9%),R20/40,1.9,TRUE,20.20512992
Karawara,6152,Primary,Curtin PS,FALSE,,,"Curtin PS, Manning PS",,,,FALSE,0
Karawara,6152,Primary,Curtin Primary School,FALSE,,,Curtin Primary School,,,,FALSE,0
Karawara,6152,Primary,Manning PS,FALSE,,,"Curtin PS, Manning PS",,,,FALSE,0
Karawara,6152,Secondary,Como Secondary College,FALSE,,,Como Secondary College,,,,FALSE,0
Kardinya,6163,Primary,Manning Primary School,TRUE,4054.122226,4054,Manning Primary School (approx ~4054 m),"R20 (16.4%), R25 (10.5%), R40 (3.4%), R60 (1.7%), R-AC0 (1.5%), R80 (0.2%)",R20,16.4,TRUE,1.913359195
Kardinya,6163,Secondary,Applecross SHS,FALSE,,,"Applecross SHS, Melville SHS","R20 (16.4%), R25 (10.5%), R40 (3.4%), R60 (1.7%), R-AC0 (1.5%), R80 (0.2%)",R20,16.4,TRUE,1.913359195
Kardinya,6163,Secondary,Melville SHS,FALSE,,,"Applecross SHS, Melville SHS","R20 (16.4%), R25 (10.5%), R40 (3.4%), R60 (1.7%), R-AC0 (1.5%), R80 (0.2%)",R20,16.4,TRUE,1.913359195
Kardinya,6163,Secondary,Melville Senior High School,FALSE,,,Melville Senior High School,"R20 (16.4%), R25 (10.5%), R40 (3.4%), R60 (1.7%), R-AC0 (1.5%), R80 (0.2%)",R20,16.4,TRUE,1.913359195
Karragullen,6111,Primary,Lathlain Primary School,TRUE,18031.66478,18032,Lathlain Primary School (approx ~18032 m),,,,TRUE,96.85925554
Karragullen,6111,Secondary,Rossmoyne Senior High School,TRUE,17256.00758,17256,Rossmoyne Senior High School (approx ~17256 m),,,,TRUE,96.85925554
Karrakatta,6010,Primary,South Perth Primary School,TRUE,3652.405416,3652,South Perth Primary School (approx ~3652 m),,,,TRUE,31.53253468
Karrakatta,6010,Secondary,Shenton College,FALSE,,,Shenton College,,,,TRUE,31.53253468
Karrakup,6122,Secondary,Leeming Senior High School,TRUE,19125.31245,19125,Leeming Senior High School (approx ~19125 m),R5 (0.0%),R5,0,TRUE,97.63871259
Karrinyup,6018,Primary,Balcatta PS,TRUE,1247.884976,1248,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~1248 m)",,R20,,TRUE,19.17224031
Karrinyup,6018,Primary,Osborne PS,TRUE,1247.884976,1248,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~1248 m)",,R20,,TRUE,19.17224031
Karrinyup,6018,Primary,West Balcatta PS,TRUE,1247.884976,1248,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~1248 m)",,R20,,TRUE,19.17224031
Karrinyup,6018,Secondary,Balcatta SHS,FALSE,,,"Carine SHS, Balcatta SHS",,R20,,TRUE,19.17224031
Karrinyup,6018,Secondary,Carine SHS,FALSE,,,"Churchlands SHS, Carine SHS",,R20,,TRUE,19.17224031
Karrinyup,6018,Secondary,Carine SHS,FALSE,,,"Carine SHS, Balcatta SHS",,R20,,TRUE,19.17224031
Karrinyup,6018,Secondary,Carine Senior High School,FALSE,,,Carine Senior High School,,R20,,TRUE,19.17224031
Karrinyup,6018,Secondary,Churchlands SHS,FALSE,,,"Churchlands SHS, Carine SHS",,R20,,TRUE,19.17224031
Kelmscott,6111,Primary,Lathlain Primary School,TRUE,13720.91026,13721,Lathlain Primary School (approx ~13721 m),"R15/25 (7.9%), R10/25 (5.6%), R5 (3.6%), R25/60 (2.6%), R15/40 (0.8%), R25/40 (0.6%), R15/60 (0.5%), R2.5 (0.5%)",R15/25,7.9,TRUE,71.57594556
Kelmscott,6111,Secondary,Willeton Senior High School,TRUE,11006.71888,11007,Willeton Senior High School (approx ~11007 m),"R15/25 (7.9%), R10/25 (5.6%), R5 (3.6%), R25/60 (2.6%), R15/40 (0.8%), R25/40 (0.6%), R15/60 (0.5%), R2.5 (0.5%)",R15/25,7.9,TRUE,71.57594556
Kensington,6151,Primary,Collier PS,FALSE,,,"Kensington PS, South Perth PS, Collier PS","R15 (26.6%), R80 (2.0%), R60 (1.4%), R40 (1.3%), R30 (0.4%), R50 (0.4%), R100 (0.3%), R-AC3 (0.0%)",R15,26.6,TRUE,14.50906912
Kensington,6151,Primary,Collier Primary School,FALSE,,,Collier Primary School,"R15 (26.6%), R80 (2.0%), R60 (1.4%), R40 (1.3%), R30 (0.4%), R50 (0.4%), R100 (0.3%), R-AC3 (0.0%)",R15,26.6,TRUE,14.50906912
Kensington,6151,Primary,Como Primary School,FALSE,,,Como Primary School,"R15 (26.6%), R80 (2.0%), R60 (1.4%), R40 (1.3%), R30 (0.4%), R50 (0.4%), R100 (0.3%), R-AC3 (0.0%)",R15,26.6,TRUE,14.50906912
Kensington,6151,Primary,Curtin Primary School,FALSE,,,Curtin Primary School,"R15 (26.6%), R80 (2.0%), R60 (1.4%), R40 (1.3%), R30 (0.4%), R50 (0.4%), R100 (0.3%), R-AC3 (0.0%)",R15,26.6,TRUE,14.50906912
Kensington,6151,Primary,Kensington PS,FALSE,,,"Kensington PS, South Perth PS, Collier PS","R15 (26.6%), R80 (2.0%), R60 (1.4%), R40 (1.3%), R30 (0.4%), R50 (0.4%), R100 (0.3%), R-AC3 (0.0%)",R15,26.6,TRUE,14.50906912
Kensington,6151,Primary,Kensington Primary School,FALSE,,,Kensington Primary School,"R15 (26.6%), R80 (2.0%), R60 (1.4%), R40 (1.3%), R30 (0.4%), R50 (0.4%), R100 (0.3%), R-AC3 (0.0%)",R15,26.6,TRUE,14.50906912
Kensington,6151,Primary,Millen Primary School,FALSE,,,Millen Primary School,"R15 (26.6%), R80 (2.0%), R60 (1.4%), R40 (1.3%), R30 (0.4%), R50 (0.4%), R100 (0.3%), R-AC3 (0.0%)",R15,26.6,TRUE,14.50906912
Kensington,6151,Primary,South Perth PS,FALSE,,,"Kensington PS, South Perth PS, Collier PS","R15 (26.6%), R80 (2.0%), R60 (1.4%), R40 (1.3%), R30 (0.4%), R50 (0.4%), R100 (0.3%), R-AC3 (0.0%)",R15,26.6,TRUE,14.50906912
Kensington,6151,Primary,South Perth Primary School,FALSE,,,South Perth Primary School,"R15 (26.6%), R80 (2.0%), R60 (1.4%), R40 (1.3%), R30 (0.4%), R50 (0.4%), R100 (0.3%), R-AC3 (0.0%)",R15,26.6,TRUE,14.50906912
Kensington,6151,Secondary,Como Secondary College,FALSE,,,Como Secondary College,"R15 (26.6%), R80 (2.0%), R60 (1.4%), R40 (1.3%), R30 (0.4%), R50 (0.4%), R100 (0.3%), R-AC3 (0.0%)",R15,26.6,TRUE,14.50906912
Kensington,6151,Secondary,Como Secondary College,FALSE,,,"Como Secondary College, Kent St SHS","R15 (26.6%), R80 (2.0%), R60 (1.4%), R40 (1.3%), R30 (0.4%), R50 (0.4%), R100 (0.3%), R-AC3 (0.0%)",R15,26.6,TRUE,14.50906912
Kensington,6151,Secondary,Kent St SHS,FALSE,,,"Como Secondary College, Kent St SHS","R15 (26.6%), R80 (2.0%), R60 (1.4%), R40 (1.3%), R30 (0.4%), R50 (0.4%), R100 (0.3%), R-AC3 (0.0%)",R15,26.6,TRUE,14.50906912
Kenwick,6107,Primary,Lathlain Primary School,TRUE,4475.756096,4476,Lathlain Primary School (approx ~4476 m),"R20 (5.6%), R30 (3.0%), R40 (0.6%), R17.5 (0.5%), R80 (0.3%), R100 (0.3%), R50 (0.1%), R60 (0.1%)",R20,5.6,TRUE,68.32916965
Kenwick,6107,Secondary,Rossmoyne Senior High School,TRUE,4205.598174,4206,Rossmoyne Senior High School (approx ~4206 m),"R20 (5.6%), R30 (3.0%), R40 (0.6%), R17.5 (0.5%), R80 (0.3%), R100 (0.3%), R50 (0.1%), R60 (0.1%)",R20,5.6,TRUE,68.32916965
Kewdale,6105,Primary,Carlisle Primary School,FALSE,,,Carlisle Primary School,"R20 (5.1%), R20/40 (1.7%), R20/50/100 (1.1%), R20/60 (0.2%), R40 (0.2%)",R20,5.1,TRUE,15.44109918
Kewdale,6105,Primary,Rivervale Primary School,FALSE,,,Rivervale Primary School,"R20 (5.1%), R20/40 (1.7%), R20/50/100 (1.1%), R20/60 (0.2%), R40 (0.2%)",R20,5.1,TRUE,15.44109918
Kewdale,6105,Secondary,John Forrest Secondary College,TRUE,2062.121431,2062,John Forrest Secondary College (approx ~2062 m),"R20 (5.1%), R20/40 (1.7%), R20/50/100 (1.1%), R20/60 (0.2%), R40 (0.2%)",R20,5.1,TRUE,15.44109918
Kiara,6054,Primary,Embleton Primary School,TRUE,2128.730099,2129,Embleton Primary School (approx ~2129 m),"R20 (23.6%), R20/50 (4.2%), R20/35 (1.1%), R40 (0.8%)",R20,23.6,TRUE,37.94997967
Kiara,6054,Secondary,John Forrest Secondary College,TRUE,1831.793576,1832,John Forrest Secondary College (approx ~1832 m),"R20 (23.6%), R20/50 (4.2%), R20/35 (1.1%), R40 (0.8%)",R20,23.6,TRUE,37.94997967
Kings Park,6005,Primary,South Perth Primary School,TRUE,225.8443926,226,South Perth Primary School (approx ~226 m),R160 (0.1%),R160,0.1,TRUE,95.75229386
Kings Park,6005,Secondary,Bob Hawke College,FALSE,,,Bob Hawke College,R160 (0.1%),R160,0.1,TRUE,95.75229386
Kings Park,6005,Secondary,Shenton College,FALSE,,,Shenton College,R160 (0.1%),R160,0.1,TRUE,95.75229386
Kingsley,6026,Primary,Nollamara Primary School,TRUE,6505.719101,6506,Nollamara Primary School (approx ~6506 m),"R20 (2.8%), R20/40 (2.5%), R20/60 (0.4%), R40 (0.0%)",R20,2.8,TRUE,33.60460733
Kingsley,6026,Secondary,Carine Senior High School,TRUE,1883.472826,1883,Carine Senior High School (approx ~1883 m),"R20 (2.8%), R20/40 (2.5%), R20/60 (0.4%), R40 (0.0%)",R20,2.8,TRUE,33.60460733
Kinross,6028,Primary,Balcatta PS,TRUE,18399.30414,18399,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~18399 m)","R20 (18.1%), R25 (7.8%), R40 (2.7%), R30 (0.1%)",R20,18.1,TRUE,15.56969117
Kinross,6028,Primary,Osborne PS,TRUE,18399.30414,18399,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~18399 m)","R20 (18.1%), R25 (7.8%), R40 (2.7%), R30 (0.1%)",R20,18.1,TRUE,15.56969117
Kinross,6028,Primary,West Balcatta PS,TRUE,18399.30414,18399,"Balcatta PS, West Balcatta PS, Osborne PS (approx ~18399 m)","R20 (18.1%), R25 (7.8%), R40 (2.7%), R30 (0.1%)",R20,18.1,TRUE,15.56969117
Kinross,6028,Secondary,Duncraig Senior High School,TRUE,7768.872404,7769,Duncraig Senior High School (approx ~7769 m),"R20 (18.1%), R25 (7.8%), R40 (2.7%), R30 (0.1%)",R20,18.1,TRUE,15.56969117
Koondoola,6064,Primary,Dianella Heights Primary School,TRUE,1914.881632,1915,Dianella Heights Primary School (approx ~1915 m),,,,TRUE,54.09945312
Koondoola,6064,Secondary,John Forrest Secondary College,TRUE,4416.001436,4416,John Forrest Secondary College (approx ~4416 m),,,,TRUE,54.09945312
Koongamia,6056,Primary,Bayswater Primary School,TRUE,9764.973066,9765,Bayswater Primary School (approx ~9765 m),"R20/35 (32.1%), R20/50 (4.5%), R20 (0.8%), R30 (0.4%)",R20/35,32.1,TRUE,9.194892298
Koongamia,6056,Secondary,John Forrest Secondary College,TRUE,8299.45384,8299,John Forrest Secondary College (approx ~8299 m),"R20/35 (32.1%), R20/50 (4.5%), R20 (0.8%), R30 (0.4%)",R20/35,32.1,TRUE,9.194892298
Kwinana Beach,6167,Secondary,Lakelands SHS,TRUE,14471.67408,14472,"Leeming SHS, Lakelands SHS (approx ~14472 m)",,,,TRUE,55.50649857
Kwinana Beach,6167,Secondary,Leeming SHS,TRUE,14471.67408,14472,"Leeming SHS, Lakelands SHS (approx ~14472 m)",,,,TRUE,55.50649857
Kwinana Town Centre,6167,Secondary,Leeming Senior High School,TRUE,17354.06259,17354,Leeming Senior High School (approx ~17354 m),,,,TRUE,54.28564715
Lake Coogee,6166,Primary,Manning Primary School,TRUE,11162.24295,11162,Manning Primary School (approx ~11162 m),"R30 (0.7%), R25 (0.2%), R20 (0.2%), R40 (0.2%), R60 (0.1%)",R30,0.7,TRUE,48.07937655
Lake Coogee,6166,Secondary,Melville Senior High School,TRUE,4862.48026,4862,Melville Senior High School (approx ~4862 m),"R30 (0.7%), R25 (0.2%), R20 (0.2%), R40 (0.2%), R60 (0.1%)",R30,0.7,TRUE,48.07937655
Landsdale,6065,Primary,Dianella Heights Primary School,TRUE,5058.433573,5058,Dianella Heights Primary School (approx ~5058 m),,,,TRUE,24.20671484
Landsdale,6065,Secondary,Carine Senior High School,TRUE,5358.263679,5358,Carine Senior High School (approx ~5358 m),,,,TRUE,24.20671484
Langford,6147,Primary,Lathlain Primary School,TRUE,4104.607442,4105,Lathlain Primary School (approx ~4105 m),"R20 (21.9%), R40 (5.9%), R30 (0.4%)",R20,21.9,TRUE,33.85814545
Langford,6147,Secondary,Rossmoyne Senior High School,TRUE,2086.31174,2086,Rossmoyne Senior High School (approx ~2086 m),"R20 (21.9%), R40 (5.9%), R30 (0.4%)",R20,21.9,TRUE,33.85814545
Lathlain,6100,Primary,East Victoria Park Primary School,FALSE,,,East Victoria Park Primary School,"R20 (41.4%), R60 (2.1%), R-AC0 (0.7%), R-AC4 (0.1%), R40 (0.1%)",R20,41.4,FALSE,0
Lathlain,6100,Primary,Lathlain Primary School,FALSE,,,Lathlain Primary School,"R20 (41.4%), R60 (2.1%), R-AC0 (0.7%), R-AC4 (0.1%), R40 (0.1%)",R20,41.4,FALSE,0
Lathlain,6100,Secondary,John Forrest Secondary College,TRUE,735.0211397,735,John Forrest Secondary College (approx ~735 m),"R20 (41.4%), R60 (2.1%), R-AC0 (0.7%), R-AC4 (0.1%), R40 (0.1%)",R20,41.4,FALSE,0
Leda,6170,Secondary,Leeming Senior High School,TRUE,18820.74091,18821,Leeming Senior High School (approx ~18821 m),,,,TRUE,90.93988741
Leederville,6007,Primary,Coolbinia PS,TRUE,1005.298196,1005,"Coolbinia PS, Kyilla PS (approx ~1005 m)","R30 (4.5%), R40 (2.1%), R60 (1.6%), R100 (0.5%)",R30,4.5,FALSE,0
Leederville,6007,Primary,Kyilla PS,TRUE,1005.298196,1005,"Coolbinia PS, Kyilla PS (approx ~1005 m)","R30 (4.5%), R40 (2.1%), R60 (1.6%), R100 (0.5%)",R30,4.5,FALSE,0
Leederville,6007,Secondary,Bob Hawke College,FALSE,,,Bob Hawke College,"R30 (4.5%), R40 (2.1%), R60 (1.6%), R100 (0.5%)",R30,4.5,FALSE,0
Leederville,6007,Secondary,Mount Lawley Senior High School,FALSE,,,Mount Lawley Senior High School,"R30 (4.5%), R40 (2.1%), R60 (1.6%), R100 (0.5%)",R30,4.5,FALSE,0
Leeming,6149,Primary,Manning Primary School,TRUE,3601.403806,3601,Manning Primary School (approx ~3601 m),"R20 (24.5%), R40 (0.9%), R30 (0.2%)",R20,24.5,TRUE,28.1194345
Leeming,6149,Secondary,Lakelands SHS,FALSE,,,"Leeming SHS, Lakelands SHS","R20 (24.5%), R40 (0.9%), R30 (0.2%)",R20,24.5,TRUE,28.1194345
Leeming,6149,Secondary,Leeming SHS,FALSE,,,"Leeming SHS, Lakelands SHS","R20 (24.5%), R40 (0.9%), R30 (0.2%)",R20,24.5,TRUE,28.1194345
Leeming,6149,Secondary,Leeming SHS,FALSE,,,"Willeton SHS, Leeming SHS","R20 (24.5%), R40 (0.9%), R30 (0.2%)",R20,24.5,TRUE,28.1194345
Leeming,6149,Secondary,Leeming Senior High School,FALSE,,,Leeming Senior High School,"R20 (24.5%), R40 (0.9%), R30 (0.2%)",R20,24.5,TRUE,28.1194345
Leeming,6149,Secondary,Willeton SHS,FALSE,,,"Willeton SHS, Leeming SHS","R20 (24.5%), R40 (0.9%), R30 (0.2%)",R20,24.5,TRUE,28.1194345
Leeming,6149,Secondary,Willeton Senior High School,FALSE,,,Willeton Senior High School,"R20 (24.5%), R40 (0.9%), R30 (0.2%)",R20,24.5,TRUE,28.1194345
Lesmurdie,6076,Primary,Lathlain Primary School,TRUE,8667.1414,8667,Lathlain Primary School (approx ~8667 m),R5 (0.6%),R5,0.6,TRUE,99.95526252
Lesmurdie,6076,Secondary,Como Secondary College,TRUE,9577.698496,9578,Como Secondary College (approx ~9578 m),R5 (0.6%),R5,0.6,TRUE,99.95526252
Lexia,6079,Primary,Dianella Heights Primary School,TRUE,8045.554318,8046,Dianella Heights Primary School (approx ~8046 m),,,,TRUE,99.14694256
Lexia,6079,Secondary,Carine Senior High School,TRUE,9620.487426,9620,Carine Senior High School (approx ~9620 m),,,,TRUE,99.14694256
Lockridge,6054,Primary,Embleton Primary School,TRUE,3023.020392,3023,Embleton Primary School (approx ~3023 m),"R20/35 (7.7%), R20/50 (6.3%), R30 (1.7%), R20/40 (0.5%), R35 (0.4%), R30/50 (0.2%), R20 (0.1%)",R20/35,7.7,TRUE,4.96375218
Lockridge,6054,Secondary,John Forrest Secondary College,TRUE,1967.408447,1967,John Forrest Secondary College (approx ~1967 m),"R20/35 (7.7%), R20/50 (6.3%), R30 (1.7%), R20/40 (0.5%), R35 (0.4%), R30/50 (0.2%), R20 (0.1%)",R20/35,7.7,TRUE,4.96375218
Lynwood,6147,Primary,Curtin PS,TRUE,3631.966951,3632,"Curtin PS, Manning PS (approx ~3632 m)","R30 (6.4%), R20 (1.7%)",R30,6.4,TRUE,19.00039719
Lynwood,6147,Primary,Manning PS,TRUE,3631.966951,3632,"Curtin PS, Manning PS (approx ~3632 m)","R30 (6.4%), R20 (1.7%)",R30,6.4,TRUE,19.00039719
Lynwood,6147,Secondary,Rossmoyne Senior High School,TRUE,766.7542811,767,Rossmoyne Senior High School (approx ~767 m),"R30 (6.4%), R20 (1.7%)",R30,6.4,TRUE,19.00039719
Maddington,6109,Primary,Lathlain Primary School,TRUE,7114.143053,7114,Lathlain Primary School (approx ~7114 m),"R20 (16.3%), R30 (5.9%), R160 (2.6%), R100 (1.0%), R25 (0.9%), R60 (0.2%), R40 (0.2%)",R20,16.3,TRUE,28.67241787
Maddington,6109,Secondary,Rossmoyne Senior High School,TRUE,5717.430867,5717,Rossmoyne Senior High School (approx ~5717 m),"R20 (16.3%), R30 (5.9%), R160 (2.6%), R100 (1.0%), R25 (0.9%), R60 (0.2%), R40 (0.2%)",R20,16.3,TRUE,28.67241787
Madeley,6065,Primary,Dianella Heights Primary School,TRUE,5757.340243,5757,Dianella Heights Primary School (approx ~5757 m),,,,TRUE,26.64992295
Madeley,6065,Secondary,Carine Senior High School,TRUE,3251.486541,3251,Carine Senior High School (approx ~3251 m),,,,TRUE,26.64992295
Mahogany Creek,6072,Primary,Bayswater Primary School,TRUE,17565.01135,17565,Bayswater Primary School (approx ~17565 m),,,,TRUE,99.88199416
Mahogany Creek,6072,Secondary,John Forrest Secondary College,TRUE,16239.28278,16239,John Forrest Secondary College (approx ~16239 m),,,,TRUE,99.88199416
Maida Vale,6057,Primary,Carlisle Primary School,TRUE,6848.515436,6849,Carlisle Primary School (approx ~6849 m),"R10 (2.3%), R20/30 (0.2%), R5 (0.0%)",R10,2.3,TRUE,99.37973414
Maida Vale,6057,Secondary,John Forrest Secondary College,TRUE,6689.802818,6690,John Forrest Secondary College (approx ~6690 m),"R10 (2.3%), R20/30 (0.2%), R5 (0.0%)",R10,2.3,TRUE,99.37973414
Malaga,6090,Primary,Dianella Heights Primary School,TRUE,701.012092,701,Dianella Heights Primary School (approx ~701 m),,,,TRUE,34.70585054
Malaga,6090,Secondary,John Forrest Secondary College,TRUE,2417.504371,2418,John Forrest Secondary College (approx ~2418 m),,,,TRUE,34.70585054
Mandogalup,6167,Primary,Manning Primary School,TRUE,16461.78969,16462,Manning Primary School (approx ~16462 m),,,,TRUE,70.0481283
Mandogalup,6167,Secondary,Leeming Senior High School,TRUE,10366.773,10367,Leeming Senior High School (approx ~10367 m),,,,TRUE,70.0481283
Manning,6152,Primary,Curtin PS,FALSE,,,"Curtin PS, Manning PS","R20 (8.8%), R30 (3.8%), R50 (1.6%), R60 (0.9%), R-AC4 (0.7%)",R20,8.8,FALSE,0
Manning,6152,Primary,Curtin Primary School,FALSE,,,Curtin Primary School,"R20 (8.8%), R30 (3.8%), R50 (1.6%), R60 (0.9%), R-AC4 (0.7%)",R20,8.8,FALSE,0
Manning,6152,Primary,Manning PS,FALSE,,,"Curtin PS, Manning PS","R20 (8.8%), R30 (3.8%), R50 (1.6%), R60 (0.9%), R-AC4 (0.7%)",R20,8.8,FALSE,0
Manning,6152,Primary,Manning Primary School,FALSE,,,Manning Primary School,"R20 (8.8%), R30 (3.8%), R50 (1.6%), R60 (0.9%), R-AC4 (0.7%)",R20,8.8,FALSE,0
